latex_pred,latex_true,pron,cer,wer,rouge1,chrf,chrfpp,bleu,sbleu,meteor,cer_lower,wer_lower,rouge1_lower,chrf_lower,chrfpp_lower,bleu_lower,sbleu_lower,meteor_lower
 \omega\in\Gamma,\omega\in\Gamma,Omega belongs to gamma.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.5
" \omega\in \mathcal { G } \left ( \ell , m , \ell , \frac { 1 } { m } \right )","\omega\in \mathcal { D } ( \frac { l } { m } , \frac { l+1 } { m } )","Omega belongs to the set of D, which is a function of l over m and l plus 1 over m.",0.38235294117647056,0.5,0.6086956521739131,0.5167606793968882,0.525960503788829,0.40630446800743203,0.4063044680074319,0.5769944341372912,0.38235294117647056,0.5,0.6086956521739131,0.5167606793968882,0.525960503788829,0.40630446800743203,0.4063044680074319,0.5769944341372912
 \omega' = \text{angular frequency},\omega' = \text{angular frequency},omega prime equals angular frequency,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 1.55\pm 0.51,1.55\pm0.51,one point five five plus or minus zero point five one.,0.09090909090909091,2.0,0.6666666666666665,1.0,0.8571428571428571,0.0,0.31947155212313627,0.0,0.09090909090909091,2.0,0.6666666666666665,1.0,0.8571428571428571,0.0,0.31947155212313627,0.0
" [ -W_1 , W_1+1 ]","[ -w_1 , w_1+1 )","Open bracket, negative w sub 1, comma, w sub 1 plus 1, close bracket.",0.1875,0.6,1.0,0.2844276094276094,0.30082070707070707,0.3508439695638686,0.3508439695638686,0.7937500000000002,0.0625,0.2,1.0,0.8911315536315534,0.8725153318903317,0.8931539818068694,0.8931539818068699,0.7937500000000002
" ( -s , t^ { -1 } ) \circ \alpha","( -s , t^ { -1 } ) \circ \alpha.","Open parenthesis, negative s, comma, t to the power of negative one, close parenthesis, circle, alpha.",0.03125,0.1,1.0,0.9603115436916789,0.9357756180804752,0.925961078642316,0.9259610786423164,0.9169724770642201,0.03125,0.1,1.0,0.9603115436916789,0.9357756180804752,0.925961078642316,0.9259610786423164,0.9169724770642201
 \pi ( dX ) =e^ { -u ( X ) } dX,p ( dx ) = e^ { -u ( x ) } dx,p of d x equals e to the power of negative u of x times d x.,0.20689655172413793,0.46153846153846156,0.8333333333333334,0.45944211444317906,0.46445872637951086,0.4546697236991713,0.45466972369917114,0.7720930232558141,0.10344827586206896,0.23076923076923078,0.8333333333333334,0.9143896145617293,0.8755063796543296,0.8507331335123524,0.8507331335123531,0.7720930232558141
 P ( R|\hat { Y } ),P ( R\mid \hat { y } ),P of R given hat y,0.2727272727272727,0.375,0.888888888888889,0.30186321345506045,0.3319730847861567,0.0,0.2700709770038954,0.7454289732770746,0.22727272727272727,0.25,0.888888888888889,0.523862554069124,0.5459024301661523,0.5954165059120786,0.5954165059120785,0.7454289732770746
 4x^2 - 12x + 9 = 0,4x^2 - 12x + 9 = 0,Polynomial: 4 x squared minus 12 x plus 9 equals 0,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \text{P}(X = k) = p_k,P(X = k) = p_k,Probability mass function equals probability of X equals k,0.5,0.2,0.9090909090909091,0.7365198574659995,0.7569325942686919,0.6115380576901023,0.6115380576901023,0.9563253012048194,0.5,0.2,0.9090909090909091,0.7365198574659995,0.7569325942686919,0.6115380576901023,0.6115380576901023,0.9563253012048194
 x = \frac{-b \pm \sqrt{b^2 - 4ac}}{2a},x = \frac{ -b \pm \sqrt{b^2 - 4ac} }{ 2a },quadratic formula equals negative b plus or minus square root of b squared minus four a c all over two a,0.09523809523809523,0.5454545454545454,1.0,1.0,0.8584378599320168,1.0,1.0000000000000004,0.9998779296875,0.09523809523809523,0.5454545454545454,1.0,1.0,0.8584378599320168,1.0,1.0000000000000004,0.9998779296875
 R_ { \mu \nu } - \frac { 1 } { 2 } g_ { \mu \nu } R = \frac { 8 \pi G } { c^4 } T_ { \mu \nu },R_{\mu\nu} - \frac{1}{2}g_{\mu\nu}R = \frac{8 \pi G}{c^4}T_{\mu\nu},R sub mu nu minus one half g sub mu nu R equals eight pi G divided by c to the fourth power times T sub mu nu,0.40298507462686567,4.428571428571429,1.0,1.0,0.8577642223000994,1.0,1.0000000000000004,0.8932646541044531,0.40298507462686567,4.428571428571429,1.0,1.0,0.8577642223000994,1.0,1.0000000000000004,0.8932646541044531
" \rho_t ( u ) , \rho_t ( v )",\rho_t ( u ) \rho_t ( v ),"Rho sub t of u, Rho sub t of v.",0.08,0.125,1.0,0.8138727049702745,0.8416903930385091,0.8003203203844999,0.8003203203845001,0.9799382716049383,0.08,0.125,1.0,0.8138727049702745,0.8416903930385091,0.8003203203844999,0.8003203203845001,0.9799382716049383
 A = P \cdot r \cdot t,I = P r t,simple interest equals principal times rate times time,1.4444444444444444,0.6,0.6,0.14777006937561943,0.23756925207756235,0.0,0.11339582221952005,0.6069711538461539,1.4444444444444444,0.6,0.6,0.14777006937561943,0.23756925207756235,0.0,0.11339582221952005,0.6069711538461539
 \sin u + \sin v = 2 \sin \left( \frac{u + v}{2} \right) \cos \left( \frac{u - v}{2} \right),\sin u + \sin v = 2 \sin \left( \frac{u + v}{2} \right) \cos \left( \frac{u - v}{2} \right),sin u plus sin v equals 2 sin of u plus v over 2 times cos of u minus v over 2,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999883381924198,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999883381924198
 t = \frac{22.4334}{0.08213},T = \frac{V - 22.4334}{0.08213},T is equal to V minus 22.4334 over 0.08213,0.16129032258064516,0.8,0.923076923076923,0.7822484221659329,0.6269956398326707,0.5387551338654779,0.5387551338654778,0.8287608596250572,0.12903225806451613,0.6,0.923076923076923,0.8239526561900884,0.7025563630580901,0.6432188699036832,0.6432188699036833,0.8287608596250572
 \exp ( p\alpha\eta ) =\gamma p^ { \eta\alpha } \alpha,\exp_p ( \alpha \eta ) = \gamma_p^ { \eta } ( \alpha ),Exponential of p times alpha eta equals gamma times p raised to the power of eta times alpha.,0.2777777777777778,0.6153846153846154,0.9411764705882353,0.6446671358932963,0.5823478408349707,0.5046505661113383,0.5046505661113385,0.1968503937007874,0.2777777777777778,0.6153846153846154,0.9411764705882353,0.6446671358932963,0.5823478408349707,0.5046505661113383,0.5046505661113385,0.1968503937007874
 f(x) = x^3 - x^2 + x - 1,f(x) = x^3 - x^2 + x - 1,f of x equals x cubed minus x squared plus x minus 1,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 f(x) = \frac{x-1}{x^2+x-2},f(x) = \frac{x - 1}{x^2 + x - 2},f of x equals x minus 1 by x squared plus x minus 2,0.1875,0.7777777777777778,1.0,1.0,0.8322904293229256,0.5600239963704977,0.5600239963704976,0.5387931034482759,0.1875,0.7777777777777778,1.0,1.0,0.8322904293229256,0.5600239963704977,0.5600239963704976,0.5387931034482759
 f(x) = \frac{1}{x},f(x) = \frac{1}{x},f of x is equal to 1 over x,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 f(x) = \frac{x-1}{x^2 + x - 2},f(x) = \frac{x - 1}{x^2 + x - 2},f of x is equal to x minus 1 divided by x squared plus x minus 2,0.0625,0.3333333333333333,1.0,1.0,0.9303579003884243,0.7643838122940674,0.764383812294067,0.8347066167290886,0.0625,0.3333333333333333,1.0,1.0,0.9303579003884243,0.7643838122940674,0.764383812294067,0.8347066167290886
 h ( \theta ) = 1 + \theta - 3 \tan \theta,h(\theta) = 1 + \theta - 3\tan \theta,h of theta is 1 plus theta minus 3 tangent theta,0.10810810810810811,0.75,1.0,1.0,0.9268762755644374,1.0,1.0000000000000004,0.8972972972972975,0.10810810810810811,0.75,1.0,1.0,0.9268762755644374,1.0,1.0000000000000004,0.8972972972972975
 g ( w ),J ( W ),J of W,0.2857142857142857,0.5,0.5,0.125,0.16666666666666663,0.0,0.1899589214128981,0.7361111111111112,0.14285714285714285,0.25,0.5,0.47916666666666674,0.5555555555555555,0.0,0.5946035575013604,0.7361111111111112
 \lim_{{x \to 4}} (x + 2),\lim_{{x \to 4}} (x + 2),limit as x approaches 4 of x plus 2,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997724169321802
 \lim_{{x \to c^-}} f(x) = L,\lim_{{x \to c^-}} f(x) = L,limit as x approaches c from the left of f of x equals L,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998177842565598,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998177842565598
 \lim_{{x \to c^-}} f(x) = L,\lim_{{x \to c^-}} f(x) = L,limit as x approaches c from values less than c of f of x equals L,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998177842565598,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998177842565598
 \nu_ { \mathcal { Z } _ { 1 } : i-1 },\nu_ { z_ { 1 : i-1 } },Nu sub z sub 1 colon i minus 1.,0.8260869565217391,0.7777777777777778,0.9090909090909091,0.3925956257959523,0.47101069685064195,0.28977907494497107,0.2897790749449712,0.6715425531914894,0.782608695652174,0.7777777777777778,0.9090909090909091,0.4128195776810225,0.5084411497314396,0.30620490882364876,0.3062049088236489,0.6715425531914894
 O ( H ) \to O ( H^ { \vee } ),o ( H ) =o ( \hat { H } ),o of H equals o of hat H,0.48,0.45454545454545453,0.7272727272727272,0.16402454054754018,0.23723326471853595,0.0,0.14247788801610148,0.4793074324324324,0.44,0.36363636363636365,0.7272727272727272,0.2230255329885379,0.3203120429793018,0.24072001290661232,0.2407200129066123,0.4793074324324324
 O ( n\log n ),O ( n\log n ),O of n log n: Big O of n log n,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \Omega_ { D ' } \rightarrow \Omega_D,\Omega D ' \to \Omega D,Omega D prime to Omega D,0.6086956521739131,0.8333333333333334,0.8000000000000002,0.43395249240427813,0.39737366004912805,0.0,0.11498759556447218,0.1639344262295082,0.6086956521739131,0.8333333333333334,0.8000000000000002,0.43395249240427813,0.39737366004912805,0.0,0.11498759556447218,0.1639344262295082
 \omega_\nu=\omega_\text { ord },\Omega_ { \text { new } } =\Omega_ { \text { old } },Omega new equals Omega old.,0.4807692307692308,0.8571428571428571,0.5454545454545454,0.3112129460147855,0.2601460061225578,0.0,0.09587695751466895,0.07692307692307691,0.4423076923076923,0.8571428571428571,0.5454545454545454,0.43911514824367504,0.35616792216200466,0.20858172201523809,0.20858172201523822,0.07692307692307691
 x = \frac{-b \pm \sqrt{b^2 - 4ac}}{2a},x = \frac{ -b \pm \sqrt{b^2 - 4ac} }{ 2a },quadratic formula equals negative b plus or minus square root of b squared minus four a c all over two a,0.09523809523809523,0.5454545454545454,1.0,1.0,0.8584378599320168,1.0,1.0000000000000004,0.9998779296875,0.09523809523809523,0.5454545454545454,1.0,1.0,0.8584378599320168,1.0,1.0000000000000004,0.9998779296875
 \hat { \mathcal { S } } _x^2,\hat S_x^2,S hat sub x squared,1.8,3.5,0.888888888888889,0.33890244821223414,0.34771201630634463,0.23901088824528133,0.2390108882452814,0.19230769230769235,1.8,3.5,0.888888888888889,0.33890244821223414,0.34771201630634463,0.23901088824528133,0.2390108882452814,0.19230769230769235
 \frac{\sin{\theta_1}}{\sin{\theta_2}} = \frac{n_1}{n_2},\frac{\sin{\theta_1}}{\sin{\theta_2}} = \frac{n_1}{n_2},Snell's law equals sine theta one over sine theta two equals index one over index two,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999460101500918,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999460101500918
 1.11\cdot0.17,1.11 ( 0.17 ),1.11 times 0.17,0.5384615384615384,1.0,0.75,0.35139745460531285,0.3011978182331253,0.0,0.0,0.0,0.5384615384615384,1.0,0.75,0.35139745460531285,0.3011978182331253,0.0,0.0,0.0
 18.54\pm 0.13,18.54\pm0.13,18.54 plus or minus 0.13.,0.08333333333333333,2.0,0.6666666666666665,1.0,0.8571428571428571,0.0,0.31947155212313627,0.0,0.08333333333333333,2.0,0.6666666666666665,1.0,0.8571428571428571,0.0,0.31947155212313627,0.0
 2A = \sum_ { \ell=0 } ^ { L } A_ { \ell } /L,AA=\frac { \sum_ { l=0 } ^ { L } \mathcal { A } _l } { L },A A equals the sum from l equals 0 to L of A sub l divided by L.,0.4827586206896552,0.5263157894736842,0.5555555555555556,0.32036563223960896,0.35815979408870935,0.34657065481968136,0.34657065481968147,0.24193548387096772,0.46551724137931033,0.5263157894736842,0.5555555555555556,0.32036563223960896,0.35815979408870935,0.34657065481968136,0.34657065481968147,0.24193548387096772
" \langle x, y \rangle = \|x\| \|y\| \sin(\theta)","\langle x, y \rangle",a Hilbert space has an inner product that induces the norm,1.35,1.0,0.6666666666666666,0.7581760659586463,0.7759655540254997,0.23956565612760206,0.23956565612760206,0.8736842105263158,1.35,1.0,0.6666666666666666,0.7581760659586463,0.7759655540254997,0.23956565612760206,0.23956565612760206,0.8736842105263158
 A^i,A^i,A raised to the power of i.,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 \left| 2x - 5 - 1 \right| < 2 \cdot 0.005 = 0.01,\left| 2x - 5 - 1 \right| < 2 (0.005) = 0.01,absolute value of 2 x minus 5 minus 1 is less than 2 times point zero zero five equals point zero one,0.1590909090909091,0.16666666666666666,0.9523809523809523,0.7488265172506048,0.7653767272565145,0.747103615263168,0.7471036152631682,0.8565647482014387,0.1590909090909091,0.16666666666666666,0.9523809523809523,0.7488265172506048,0.7653767272565145,0.747103615263168,0.7471036152631682,0.8565647482014387
 |A^ { 2m } | \geq 3Q^ { \delta } -r/3,|A^ { 2 m } |\geq 3 q^ { \delta-\frac { r } { 3 } },"Absolute value of A to the power of 2m, greater than or equal to 3 times q to the power of delta minus r divided by 3.",0.4117647058823529,0.7058823529411765,0.588235294117647,0.5332283778392709,0.4890667645992523,0.23382065311274355,0.23382065311274355,0.15243902439024393,0.39215686274509803,0.7058823529411765,0.588235294117647,0.6499215080817824,0.5765867770134718,0.23382065311274355,0.23382065311274355,0.15243902439024393
 \alpha ( \ell ),\alpha ( \ell ),alpha of ell,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 ( \alpha_i ),\alpha_i,Alpha sub i.,0.5,2.0,1.0,0.9272100013663068,0.8999611067896433,0.5081327481546147,0.508132748154615,0.4166666666666667,0.5,2.0,1.0,0.9272100013663068,0.8999611067896433,0.5081327481546147,0.508132748154615,0.4166666666666667
 \mathcal { A } _ { \Lambda },A_\Lambda,Big A sub Lambda.,2.111111111111111,8.0,0.8,0.5191151407205584,0.44495583490333573,0.0,0.09980099403873663,0.0,2.111111111111111,8.0,0.8,0.5191151407205584,0.44495583490333573,0.0,0.09980099403873663,0.0
 b_o=1,\text { Bo } =1,Bo equals one.,0.8,1.0,0.3333333333333333,0.08397590361445781,0.06997991967871485,0.0,0.14320952289897704,0.0,0.8,1.0,0.3333333333333333,0.10438596491228068,0.08698830409356725,0.0,0.14320952289897704,0.0
 C = \frac { L^ { d-2 } } { L_ { p } ^ { d-2 } },C=L^ { d-2 } /l_ { p } ^ { d-2 },C equals L to the power of d minus 2 divided by l sub p to the power of d minus 2.,0.53125,0.75,0.9411764705882353,0.6093102229786739,0.639071626434222,0.5041350242010638,0.5041350242010639,0.6523622047244095,0.5,0.75,0.9411764705882353,0.659433797875319,0.6766669807783078,0.5548581090137994,0.5548581090137994,0.6523622047244095
" C = \langle1,0\rangle","\mathbb { c } = ( 1,0 )",c equals the ordered pair one comma zero.,1.0,0.875,0.5,0.0930249949580865,0.10413000380301239,0.0,0.058544976940240155,0.13333333333333333,1.0,0.75,0.5,0.10306519774399439,0.1281724165495788,0.0,0.06479066746903603,0.13333333333333333
 C^k,c^ { k },c raised to the power of k,0.75,1.0,1.0,0.14492753623188406,0.10869565217391304,0.0,0.0,0.0,0.625,1.0,1.0,0.3102189781021898,0.23266423357664234,0.0,0.0,0.0
 \psi_1,c_1,c sub one.,1.3333333333333333,1.0,0.5,0.3142536475869809,0.23569023569023567,0.0,0.31947155212313627,0.0,1.3333333333333333,1.0,0.5,0.3142536475869809,0.23569023569023567,0.0,0.31947155212313627,0.0
" \mathbb { C } _s , \mathbb { E } _s","C_s , E_s","C sub s, E sub s.",2.888888888888889,3.3333333333333335,0.8,0.18184316409490622,0.15991139490701406,0.0,0.13380161378318955,0.13157894736842107,2.888888888888889,3.3333333333333335,0.8,0.18184316409490622,0.15991139490701406,0.0,0.13380161378318955,0.13157894736842107
 \csc a = \frac{1}{\sin a},\csc x = \frac{1}{\sin x},cosecant x equals 1 over sine x,0.08,0.4,0.6666666666666666,0.7098343284682292,0.6796971749226006,0.6591844162499148,0.6591844162499148,0.8030303030303031,0.08,0.4,0.6666666666666666,0.7098343284682292,0.6796971749226006,0.6591844162499148,0.6591844162499148,0.8030303030303031
 D^ { ( i ) },\mathcal { D } ^i,D raised to the power of i.,0.7647058823529411,1.0,0.8,0.07062146892655367,0.14400921658986174,0.0,0.09820366272512825,0.19607843137254904,0.7647058823529411,1.0,0.8,0.07062146892655367,0.14400921658986174,0.0,0.09820366272512825,0.19607843137254904
 \left| x \right|,d|X|,dee absolute value of X,3.5,3.0,0.4,0.08333333333333331,0.12048192771084337,0.0,0.07809849842300637,0.0,3.25,3.0,0.4,0.17540733197556002,0.18266401693077994,0.0,0.14535768424205484,0.0
 \delta \epsilon = 0.005,\Delta \varepsilon = 0.005,Delta epsilon equals zero point zero zero five.,0.15384615384615385,0.5,0.75,0.6506782279810388,0.5966641417989583,0.0,0.19304869754804482,0.6388888888888888,0.11538461538461539,0.25,0.75,0.7444930607922378,0.7380366690879839,0.0,0.3799178428257963,0.6388888888888888
 E = \frac{F}{q},\mathbf{E} = \frac{\mathbf{F}}{q},Electric field equals force over charge,0.5454545454545454,0.6666666666666666,0.8,0.2715808568353965,0.2578215292389001,0.28361505274591736,0.2836150527459172,0.5975651577503429,0.5454545454545454,0.6666666666666666,0.8,0.2715808568353965,0.2578215292389001,0.28361505274591736,0.2836150527459172,0.5975651577503429
" N , N-1 , \dots , 1","n , n-1 , n-2 , \ldots , 1","ellipsis, one",0.34615384615384615,0.5555555555555556,0.6666666666666666,0.32205298773429136,0.3358724981287054,0.0,0.12862534787413374,0.48453282828282834,0.2692307692307692,0.3333333333333333,0.6666666666666666,0.48154045113920596,0.5252591940314275,0.35186297399811883,0.351862973998119,0.48453282828282834
 \epsilon_ { \pm \lambda } ( k ) = \pm \lambda \hbar v_k,\epsilon_ { \pm\lambda } ( \vec { k } ) =\pm\lambda\hbar vk,Epsilon sub plus or minus lambda of k equals plus or minus lambda h-bar v k.,0.23728813559322035,0.75,0.7777777777777778,0.7918197142976637,0.7104961896927093,0.6705914420537221,0.6705914420537219,0.24793388429752067,0.23728813559322035,0.75,0.7777777777777778,0.7918197142976637,0.7104961896927093,0.6705914420537221,0.6705914420537219,0.24793388429752067
 \mathbb { E } [ V_ { t+1 } -V_t^ { * } ] ^ { 2 },\mathbb { E } \|v_ { t+1 } - v^ * _ { t+1 } \|^2,"Expectation of v sub t plus 1 minus v star sub t plus 1, squared.",0.3541666666666667,0.5625,0.9411764705882353,0.4343878946011915,0.4520023913359903,0.33233437056739945,0.3323343705673993,0.30864197530864196,0.3333333333333333,0.5625,0.9411764705882353,0.5010483634672096,0.5082008902753896,0.37400467308652047,0.3740046730865203,0.30864197530864196
 \mathcal { F } ( \delta ( x ) ) = \mathcal { F } ( \tau ( x ) ) \sim \nu,F_\Delta ( x ) =F_ { \tau } ( x ; q ),F delta of x equals F tau of x semicolon q.,1.2162162162162162,1.2307692307692308,0.7058823529411764,0.2852449491144569,0.321410154699333,0.0,0.09264863757089695,0.41710758377425045,1.1891891891891893,1.2307692307692308,0.7058823529411764,0.35273511137908076,0.3720429260907612,0.18852104513558068,0.18852104513558068,0.41710758377425045
 E = k_1 q_1 q_2/r^2,F = k_e \frac{q_1 q_2}{r^2},F equals k sub e times q one q two over r squared,0.4074074074074074,0.8,0.8421052631578948,0.2750850831384655,0.22528808413744958,0.3536496760320458,0.35364967603204583,0.09615384615384616,0.4074074074074074,0.8,0.8421052631578948,0.28287462768025134,0.23112976898968768,0.3607977255752255,0.3607977255752256,0.09615384615384616
 f-c\cdot a^n\in \mathbb { R } n ( m-1 ),f-ca^n\in R_e ( nm-1 ),f minus c times a to the power of n belongs to the set of real numbers times n times m minus 1.,0.9545454545454546,1.6,0.5263157894736842,0.34959969308296673,0.30296779672879687,0.16467029855845897,0.16467029855845905,0.18181818181818182,0.9545454545454546,1.6,0.5263157894736842,0.34959969308296673,0.30296779672879687,0.16467029855845897,0.16467029855845905,0.18181818181818182
 f(x) = \frac{1}{x^2},f(x) = \frac{1}{x^2},f of x equals 1 divided by x squared,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 f(x) = \csc x,f(x) = \csc 2x,f of x equals csc 2 x,0.07142857142857142,0.25,0.75,0.7887475271822875,0.7961091876308753,0.8408964152537145,0.8408964152537145,0.8035714285714286,0.07142857142857142,0.25,0.75,0.7887475271822875,0.7961091876308753,0.8408964152537145,0.8408964152537145,0.8035714285714286
 f(x) = \sec \frac{\pi x}{4},f(x) = \sec \frac{\pi x}{4},f of x equals secant pi x over 4,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998177842565598,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998177842565598
" f(x) = \begin{cases} \frac{3 + 1}{2}, & x > 0 \end{cases}","\frac{1}{2}x, & x > 0 \end{cases}",f of x equals three plus 1 over 2 x when x is greater than zero,0.7878787878787878,1.0,0.8,0.6629002152020204,0.6764405390771018,0.46511130097117437,0.4651113009711743,0.9382929642445215,0.7878787878787878,1.0,0.8,0.6629002152020204,0.6764405390771018,0.46511130097117437,0.4651113009711743,0.9382929642445215
" f(x) = \begin{cases} 3 + \frac{1}{2}x, & x > 0 \end{cases}","\frac{1}{2}x, & x > 0 \end{cases}",f of x equals three plus one half of x when x is greater than zero,0.7575757575757576,0.8333333333333334,0.761904761904762,0.8641111927443713,0.858901157170496,0.592432681151506,0.5924326811515059,0.9391309334913687,0.7575757575757576,0.8333333333333334,0.761904761904762,0.8641111927443713,0.858901157170496,0.592432681151506,0.5924326811515059,0.9391309334913687
 f(x) = x^2 - 2x + 1,f(x) = x^2 - 2x + 1,f of x equals x squared minus 2 x plus 1,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995
