latex_pred,latex_true,pron,cer,wer,rouge1,chrf,chrfpp,bleu,sbleu,meteor,cer_lower,wer_lower,rouge1_lower,chrf_lower,chrfpp_lower,bleu_lower,sbleu_lower,meteor_lower
 j x^2 - k x + l,j x^2 - k x + l,джи икс в квадрате минус ка икс плюс эль,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 -\frac{2}{3},-\frac{2}{3},наклон минус 2 делённое на 3,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \frac{p}{q + r},\frac{p}{q + r},пэ на ку плюс эр,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \frac{a}{b} - \frac{c}{d},\frac{a}{b} - \frac{c}{d},а на бэ минус цэ на дэ,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998518518518519,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998518518518519
 2x^2 + 3x - 4 = 0,2x^2 + 3x - 4 = 0,два икс в квадрате плюс три икс минус четыре равно нулю,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 F_{\mu \nu} = \partial_\mu A_\nu - \partial_\nu A_\mu,F_{\mu \nu} = \partial_\mu A_\nu - \partial_\nu A_\mu,the field strength tensor for a gauge theory is F mu nu equals partial mu A nu minus partial nu A mu,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9996243425995492
 g(s) = s^2 - 4s + 7,g(s) = s^2 - 4s + 7,g от с равно с в степени 2 минус 4 умножить на с плюс 7,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995
 Zeta maps to X.,Zeta maps to X.,Дзета отображается в Х.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 (a + b)^n = \sum_{k=0}^{n} \binom{n}{k} a^{n-k} b^{k},(a + b)^n = \sum_{k=0}^{n} \binom{n}{k} a^{n-k} b^k,Newton's binomial theorem equals expansion of (a + b)^n,0.0392156862745098,0.125,1.0,0.9702857730740397,0.9520643667772494,0.9242136267839576,0.9242136267839572,0.7665485402171793,0.0392156862745098,0.125,1.0,0.9702857730740397,0.9520643667772494,0.9242136267839576,0.9242136267839572,0.7665485402171793
 b \otimes y = c,b \odot y = c,Тензорное произведение бэ и игрек дает нам цэ.,0.38461538461538464,0.2,0.75,0.2683811150409443,0.3812188547088384,0.0,0.3799178428257963,0.7500000000000001,0.38461538461538464,0.2,0.75,0.2683811150409443,0.3812188547088384,0.0,0.3799178428257963,0.7500000000000001
 \frac{1}{4},\frac{1}{4},четверть,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \frac{d^2f}{dx^2} < 0,\frac{d^2f}{dx^2} < 0,Вторая производная функции эф по икс меньше нуля,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \lambda_j ( \omega ),\lambda_j ( \omega ),lambda sub j of omega,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 C ( T/k_B ) \to 1,c\left ( T\right ) /K_ { B } \rightarrow 1,"c of T divided by K sub B, goes to 1",0.6666666666666666,0.7,0.7142857142857143,0.06386688116779732,0.09384263771176644,0.0,0.06143711383077495,0.15625,0.6190476190476191,0.7,0.7142857142857143,0.09365747645285738,0.11628424671294953,0.0,0.12090760545132363,0.15625
 P + \frac{K}{V} = Constant,P + \frac{1}{2} \rho v^2 + \rho g h = \text{constant},Bernoulli's equation: pressure plus kinetic energy per unit volume plus potential energy per unit volume equals constant,0.5660377358490566,0.7272727272727273,0.47058823529411764,0.2932938799088782,0.2682894422390912,0.12090936360999605,0.12090936360999603,0.2356020942408377,0.5471698113207547,0.7272727272727273,0.47058823529411764,0.32520629487612973,0.2922257268351347,0.12712983380807005,0.1271298338080701,0.2356020942408377
 Resist_f,{ \sf Resist } _F,Residue sub F.,0.5882352941176471,1.0,0.8,0.37534769636172577,0.3217265968814793,0.0,0.0,0.0,0.5294117647058824,1.0,0.8,0.39051030182440094,0.3347231158494865,0.0,0.0,0.0
 \ln{\xi},\log{\xi},логарифм кси,0.2222222222222222,1.0,0.5,0.40519604150974975,0.3665634730040094,0.537284965911771,0.537284965911771,0.7361111111111112,0.2222222222222222,1.0,0.5,0.40519604150974975,0.3665634730040094,0.537284965911771,0.537284965911771,0.7361111111111112
 \text { Re } _ { F },{ \sf Resist } _F,Residue sub F.,0.8823529411764706,1.4,0.3333333333333333,0.13034188034188035,0.20233104257947843,0.0,0.1199014838091355,0.18867924528301888,0.8823529411764706,1.4,0.3333333333333333,0.13034188034188035,0.20233104257947843,0.0,0.1199014838091355,0.18867924528301888
 \pi \cdot \sigma,\pi \cdot \sigma,пи умножить на сигма,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
" \psi(z, \epsilon) = 176 \epsilon^2 + 95\delta\epsilon + 34\zeta^2","\psi(\eta, \epsilon) = 176 \epsilon^2 + 95\delta\epsilon + 304\zeta^2","Пси от эта, эпсилон равно 176 эпсилон в квадрате плюс 95 дельта эпсилон плюс 304 дзета в квадрате.",0.07246376811594203,0.2222222222222222,0.8333333333333334,0.8386604944746741,0.8355552152783209,0.7551475759603,0.7551475759602999,0.8436109345200256,0.07246376811594203,0.2222222222222222,0.8333333333333334,0.8386604944746741,0.8355552152783209,0.7551475759603,0.7551475759602999,0.8436109345200256
 4 - 2 = 2,4 - 2 = 2,четыре минус два равно два,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \alpha_ { ij } ^ { ( s ) },\alpha_ { v^i_a } ^j,Alpha sub v superscript i subscript a superscript j.,0.65,1.4,0.25,0.4440231022602954,0.4711492703592686,0.2521193618434983,0.25211936184349826,0.2727272727272727,0.65,1.4,0.25,0.4440231022602954,0.4711492703592686,0.2521193618434983,0.25211936184349826,0.2727272727272727
 f \cdot \zeta,f \cdot \zeta,ф умножить на дзета,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 \frac{d}{dx}(e^x) = e^x,\frac{d}{dx} e^x = e^x,derivative of e to the x equals e to the x,0.09090909090909091,0.5,1.0,0.7019180418407924,0.6130202592058586,0.6422727797927412,0.6422727797927409,0.9671568627450982,0.09090909090909091,0.5,1.0,0.7019180418407924,0.6130202592058586,0.6422727797927412,0.6422727797927409,0.9671568627450982
 mw^4,mw^4,Эм дабл-ю в степени четыре,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 5 = x\left(24 - 2x^2\right),V = x(24 - 2x)^2,V равно икс умножить на 24 минус 2 икс в квадрате,0.875,0.6,0.6666666666666666,0.36815437440141524,0.32686163521847095,0.24739977342883948,0.24739977342883945,0.6320224719101123,0.875,0.6,0.6666666666666666,0.36815437440141524,0.32686163521847095,0.24739977342883948,0.24739977342883945,0.6320224719101123
 \lim_{{x \to a}} f(x),\lim_{{x \to a}} f(x),предел при икс стремится к а от ф от икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 \mathbf{A}^2,a^2,а в квадрате,3.0,1.0,0.8,0.2976190476190476,0.2232142857142857,0.0,0.13134549472120788,0.0,3.0,1.0,0.8,0.2976190476190476,0.2232142857142857,0.0,0.14535768424205484,0.0
 \frac{8\beta}{4\gamma} = 5,\frac{8\beta}{4\gamma} = 5,восемь бета делить на четыре гамма равно пять,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 24 - 2(3),24 - 2(3),двадцать четыре минус два умножить на 3,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9976851851851852
 u + v = u + w,\mathbf{u} + \mathbf{v} + \mathbf{w} = (\mathbf{u} + \mathbf{v}) + \mathbf{w},у плюс в плюс w равно (у плюс в) плюс w,0.8311688311688312,0.7272727272727273,0.5,0.021212121212121217,0.041841004184100423,0.0,0.0014702718074603273,0.12237762237762237,0.8311688311688312,0.7272727272727273,0.5,0.021212121212121217,0.041841004184100423,0.0,0.0014702718074603273,0.12237762237762237
 \mathcal{L}^{-1}\left\{\frac{1}{s^2}\right\} = T,\mathcal{L}^{-1}\left\{\frac{1}{s^2}\right\} = t,the inverse Laplace transform of one over s squared equals t,0.020833333333333332,0.3333333333333333,1.0,0.976975965491712,0.9098153074521173,0.9635749534339606,0.9635749534339605,0.9999460101500918,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999460101500918
 \lambda,\Lambda,большая лямбда,0.14285714285714285,1.0,1.0,0.49285714285714294,0.43214285714285716,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 x + y^2 = 0,x + y^2 = 0,икс плюс игрек в квадрате равно нулю,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 \lim_{\theta \to 0} \frac{\sin(\theta)}{\theta} = 1,\lim_{\theta \to 0} \frac{\sin \theta}{\theta} = 1,"предел, когда тета стремится к 0 от синус тета делённое на тета равен 1",0.04,0.2857142857142857,1.0,0.8675752233355699,0.8314841864213274,0.7975219547461047,0.7975219547461044,0.984399112654321,0.04,0.2857142857142857,1.0,0.8675752233355699,0.8314841864213274,0.7975219547461047,0.7975219547461044,0.984399112654321
 \lim_{{x \to 0}} h(x) = 1,\lim_{{x \to 0}} h(x) = 1,предел при икс стремящемся к 0 от h от икс это 1,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998177842565598,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998177842565598
 (n-k)!,(n-k)!,разность эн и ка факториал,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 \arcsin{1},\arcsin{1},арксинус один,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 {\int_{{\zeta}}^{{\eta}} g(x) d \beta},{\int_{{\zeta}}^{{\eta}} g(x) d \beta},Интеграл от дзета до эта от g от икс по бэта.,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999375
" \int \ln(x) , dx","\int \ln(x) , dx",Интеграл натурального логарифма икс по дэ икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 \det(C) = 679,\det(C) = 6779,Определитель матрицы C равен шесть тысяч семьсот семьдесят девять.,0.07142857142857142,0.3333333333333333,0.6666666666666666,0.8291360088975661,0.7992057693776442,0.8091067115702212,0.8091067115702206,0.8300000000000002,0.07142857142857142,0.3333333333333333,0.6666666666666666,0.8291360088975661,0.7992057693776442,0.8091067115702212,0.8091067115702206,0.8300000000000002
 f(x) = |x| \sin x,f(x) = |x| \sin x,f от икс это модуль икс умноженное на синус икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 \frac{d}{dx} \text{cotanh}(x),\frac{d}{dx} \text{arccoth}(x),Производная гиперболического арккотангенса икс по икс,0.16666666666666666,0.5,0.8333333333333334,0.7201804945309307,0.6755768177258104,0.8153551038173115,0.8153551038173119,0.9268808114961962,0.16666666666666666,0.5,0.8333333333333334,0.7201804945309307,0.6755768177258104,0.8153551038173115,0.8153551038173119,0.9268808114961962
" [\beta_1, \beta_2, \ldots, b_n]^T","[\beta_1, \beta_2, \ldots, b_n]^T","Транспонированный вектор, содержащий элементы бета один, бета два, и так далее до бэ n.",0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9995
 \lim_{x \to 0} \frac{\cos(x)}{x},\lim_{x \to 0} \frac{\cos(x)}{x},предел при икс стремится к нулю от косинус икс делить на икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9998779296875
 y_n \cdot n,y_n \cdot n,игрек энное умноженное на эн,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 2x^{\frac{3}{2}} + 3x^2,2x^{\frac{3}{2}} + 3x^2,два икс три вторых плюс три икс в квадрате,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9997106481481481
 \sqrt{42},\sqrt{42},корень из сорока двух,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9921875
 9x + 3 = 0,9x + 3 = 0,девять икс плюс три равно нулю,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.996
 xy = 4,xy = 4,x y equals 4,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9814814814814815
 lz^4,lz^4,Эл зэт возведённый в четвёртую степень,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
 b_n \cdot k,b_n \cdot k,бэ энное умноженное на ка,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9814814814814815
 \text{Inner product in } \mathcal{H},"\langle x, y \rangle",a Hilbert space has an inner product that induces the norm,1.4,1.25,0.0,0.10044005045093311,0.09441333643842922,0.0,0.0402724819242185,0.0,1.4,1.25,0.0,0.10044005045093311,0.09441333643842922,0.0,0.0402724819242185,0.0
 g x^2 + e x - f = 0,g x^2 + e x - f = 0,жэ икс в квадрате плюс е икс минус эф равно нулю,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9993141289437586
 \log{\left(\frac{a}{b}\right)},\log{\left(\frac{\log{a}}{\log{b}}\right)},логарифм частного логарифмов а и бэ,0.2857142857142857,1.0,0.8571428571428571,0.6103038374251568,0.5211612774488539,0.5099119947778306,0.5099119947778307,0.6543235851041447,0.2857142857142857,1.0,0.8571428571428571,0.6103038374251568,0.5211612774488539,0.5099119947778306,0.5099119947778307,0.6543235851041447
 \omega\in \Gamma,\omega\in\Gamma,Omega belongs to gamma.,0.06666666666666667,2.0,1.0,1.0,0.8060515873015873,1.0,1.0000000000000004,0.0,0.06666666666666667,2.0,1.0,1.0,0.8060515873015873,1.0,1.0000000000000004,0.0
 \alpha \cdot \iota,i \cdot \iota,Ай умножить на йота,0.46153846153846156,0.3333333333333333,0.6666666666666666,0.7832371112558547,0.7748963953834084,0.5081327481546147,0.508132748154615,0.625,0.46153846153846156,0.3333333333333333,0.6666666666666666,0.7832371112558547,0.7748963953834084,0.5081327481546147,0.508132748154615,0.625
 \lim_{{x \to 0}} (x^2 + 4) = 0^2 + 4 = 4,\lim_{{x \to 0}} (x^2 + 4) = 0^2 + 4 = 4,предел при икс стремящемся к 0 от икс в квадрате плюс 4 равен 0 в квадрате плюс 4 равен 4,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999271030762502,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9999271030762502
 x^2 - 3x + 2 = 0,x^2 - 3x + 2 = 0,икс в квадрате минус три икс плюс два равно нулю,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9985422740524781
 f(x) = \sqrt{x - 1},f(x) = \sqrt{x-1},f от икс равно корень из икс минус 1,0.11764705882352941,1.0,1.0,1.0,0.8988749481542929,0.6315552371794037,0.6315552371794033,0.8152173913043477,0.11764705882352941,1.0,1.0,1.0,0.8988749481542929,0.6315552371794037,0.6315552371794033,0.8152173913043477
" \int \arctan(x) \, dx","\int \arctan(x) \, dx",интеграл арктангенс икс д икс,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375,0.0,0.0,1.0,1.0,1.0,1.0,1.0000000000000004,0.9990234375
 e^ { i\pi t },e^ { iAT },e to the power of i A T,0.5,0.5,0.3333333333333333,0.29049235049744765,0.3737283359281385,0.0,0.2208959113415788,0.6233062330623306,0.4,0.5,0.3333333333333333,0.3390656198253225,0.4101550350503625,0.0,0.2208959113415788,0.6233062330623306
